date,close,volume,difference,model_release
2021-01-01,272.0133361816406,531246900,,0
2021-01-08,281.6666564941406,735619800,9.6533203125,0
2021-01-15,281.663330078125,330994800,-0.003326416015625,0
2021-01-22,278.4766540527344,414250500,-3.186676025390625,0
2021-01-29,283.3299865722656,356653800,4.85333251953125,0
2021-02-05,270.5533447265625,335174700,-12.776641845703125,0
2021-02-12,262.4599914550781,262572600,-8.093353271484375,0
2021-02-19,227.4066619873047,595877400,-35.05332946777344,0
2021-02-26,207.14666748046875,564255300,-20.259994506835938,0
2021-03-05,233.1999969482422,916699200,26.053329467773438,0
2021-03-12,217.72000122070312,506137200,-15.479995727539062,0
2021-03-19,213.4633331298828,557754600,-4.2566680908203125,0
2021-03-26,220.5833282470703,511673700,7.1199951171875,0
2021-04-02,227.9333343505859,361044900,7.350006103515597,0
2021-04-09,246.28334045410156,516275700,18.350006103515653,0
2021-04-16,239.89666748046875,510241500,-6.3866729736328125,0
2021-04-23,225.6666717529297,419885700,-14.229995727539062,0
2021-04-30,221.17999267578125,441682800,-4.4866790771484375,0
2021-05-07,190.56333923339844,538122000,-30.616653442382812,0
2021-05-14,195.5933380126953,518974200,5.029998779296875,0
2021-05-21,210.28334045410156,430813500,14.69000244140625,0
2021-05-28,190.94667053222656,282709800,-19.336669921875,0
2021-06-04,203.3733367919922,339414600,12.426666259765625,0
2021-06-11,205.53334045410156,297716700,2.160003662109375,0
2021-06-18,226.6066741943359,436842300,21.073333740234347,0
2021-06-25,225.97332763671875,327196800,-0.6333465576171591,0
2021-07-02,217.60333251953125,275712900,-8.3699951171875,0
2021-07-09,216.86666870117188,320653200,-0.736663818359375,0
2021-07-16,216.4199981689453,246642600,-0.4466705322265625,0
2021-07-23,225.78334045410156,357468000,9.36334228515625,0
2021-07-30,238.2100067138672,344444100,12.426666259765625,0
2021-08-06,240.75,213090900,2.5399932861328125,0
2021-08-13,224.4900054931641,293379300,-16.25999450683591,0
2021-08-20,233.72000122070312,222149400,9.229995727539034,0
2021-08-27,244.1300048828125,237825000,10.410003662109375,0
2021-09-03,251.6199951171875,204469800,7.489990234375,0
2021-09-10,252.3300018310547,257828100,0.7100067138671875,0
2021-09-17,251.2133331298828,289099200,-1.116668701171875,0
2021-09-24,258.49334716796875,341172000,7.2800140380859375,0
2021-10-01,264.53668212890625,299327700,6.0433349609375,0
2021-10-08,272.7733459472656,237978600,8.236663818359375,0
2021-10-15,298.0,318079500,25.226654052734375,0
2021-10-22,359.0133361816406,641662800,61.013336181640625,0
2021-10-29,409.9700012207031,566192400,50.9566650390625,0
2021-11-05,354.5033264160156,538138800,-55.4666748046875,0
2021-11-12,365.4599914550781,417706200,10.9566650390625,0
2021-11-19,372.0,340340100,6.540008544921875,0
2021-11-26,361.5333251953125,316277400,-10.4666748046875,0
2021-12-03,334.6000061035156,331414500,-26.933319091796875,0
2021-12-10,308.97332763671875,367006800,-25.626678466796875,0
2021-12-17,355.6666564941406,414782700,46.693328857421875,0
2021-12-24,356.7799987792969,234664800,1.11334228515625,0
2021-12-31,354.8999938964844,415369800,-1.8800048828125,0
2022-01-07,343.85333251953125,422991900,-11.046661376953125,0
2022-01-14,332.0899963378906,285598800,-11.763336181640625,0
2022-01-21,276.3666687011719,593554500,-55.72332763671875,0
2022-01-28,297.0466613769531,458011800,20.67999267578125,0
2022-02-04,301.51666259765625,303735300,4.470001220703125,0
2022-02-11,292.1166687011719,311161200,-9.399993896484375,0
2022-02-18,266.92333984375,382368900,-25.193328857421875,0
2022-02-25,279.7633361816406,386108400,12.839996337890625,0
2022-03-04,279.4333190917969,337725300,-0.33001708984375,0
2022-03-11,290.5333251953125,355642200,11.100006103515625,0
2022-03-18,337.97332763671875,477861300,47.44000244140625,0
2022-03-25,359.20001220703125,347010300,21.2266845703125,0
2022-04-01,352.4200134277344,385169700,-6.779998779296875,0
2022-04-08,328.3333435058594,293890200,-24.086669921875,0
2022-04-15,336.260009765625,277690500,7.926666259765625,0
2022-04-22,292.5033264160156,476076300,-43.756683349609375,0
2022-04-29,291.09332275390625,401787000,-1.410003662109375,0
2022-05-06,242.6666717529297,485652600,-48.42665100097656,0
2022-05-13,236.47332763671875,436593900,-6.1933441162109375,0
2022-05-20,235.91000366210935,521111700,-0.5633239746094034,0
2022-05-27,258.3333435058594,361930500,22.42333984375003,0
2022-06-03,239.7066650390625,442108800,-18.626678466796875,0
2022-06-10,213.1000061035156,524815200,-26.606658935546903,0
2022-06-17,235.07000732421875,420744900,21.970001220703153,0
2022-06-24,224.47332763671875,452838000,-10.5966796875,0
2022-07-01,244.5433349609375,312825600,20.07000732421875,0
2022-07-08,238.31333923339844,465538200,-6.2299957275390625,0
2022-07-15,271.7066650390625,464007300,33.39332580566406,0
2022-07-22,280.8999938964844,407199900,9.193328857421875,0
2022-07-29,308.6333312988281,460280700,27.73333740234375,0
2022-08-05,286.6300048828125,463485300,-22.003326416015625,0
2022-08-12,302.8699951171875,373419300,16.239990234375,0
2022-08-19,296.07000732421875,291713200,-6.79998779296875,0
2022-08-26,277.1600036621094,255964700,-18.910003662109375,0
2022-09-02,289.260009765625,210492100,12.100006103515625,0
2022-09-09,303.75,308666500,14.489990234375,0
2022-09-16,288.5899963378906,342062900,-15.160003662109375,0
2022-09-23,268.2099914550781,316035900,-20.3800048828125,0
2022-09-30,238.1300048828125,431949700,-30.079986572265625,0
2022-10-07,221.72000122070312,387198700,-16.410003662109375,0
2022-10-14,207.27999877929688,433814800,-14.44000244140625,0
2022-10-21,225.08999633789065,419319800,17.80999755859378,0
2022-10-28,215.30999755859375,313004600,-9.779998779296903,0
2022-11-04,190.72000122070312,581107800,-24.589996337890625,0
2022-11-11,183.1699981689453,428827600,-7.5500030517578125,0
2022-11-18,183.1999969482422,356920600,0.029998779296875,0
2022-11-25,194.6999969482422,416167600,11.5,0
2022-12-02,173.44000244140625,440757200,-21.259994506835938,0
2022-12-09,157.6699981689453,653546300,-15.770004272460938,0
2022-12-16,125.3499984741211,793493800,-32.31999969482422,0
2022-12-23,121.81999969482422,818626900,-3.529998779296875,0
2022-12-30,110.33999633789062,727555400,-11.480003356933594,0
2023-01-06,123.55999755859376,932049300,13.22000122070314,0
2023-01-13,127.16999816894533,733163300,3.6100006103515625,0
2023-01-20,160.27000427246094,928225800,33.10000610351561,0
2023-01-27,188.27000427246097,1165537500,28.00000000000003,0
2023-02-03,207.32000732421875,1000965400,19.050003051757784,0
2023-02-10,202.0399932861328,1004278200,-5.2800140380859375,0
2023-02-17,202.07000732421875,731945600,0.0300140380859375,0
2023-02-24,190.8999938964844,794754800,-11.170013427734347,0
2023-03-03,172.9199981689453,752340800,-17.97999572753909,0
2023-03-10,184.1300048828125,770129500,11.210006713867188,0
2023-03-17,192.22000122070312,710843200,8.089996337890625,0
